ResponseId,ConvertedCompYearly,DevType,LanguageHaveWorkedWith,LanguageWantToWorkWith,YearsCode,Country,EdLevel,Employment,RemoteWork,OrgSize,Age
15193,69525.0,"Developer, full-stack",Java;JavaScript;Python;SQL,Java;JavaScript;Python;SQL,7.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,18-24 years old
30699,170000.0,Cloud infrastructure engineer,Bash/Shell (all shells);Python,,40.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"1,000 to 4,999 employees",45-54 years old
2544,160000.0,"Developer, back-end",Rust;SQL;TypeScript,Rust;SQL;TypeScript,17.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,20 to 99 employees,25-34 years old
40147,48726.0,"Developer, full-stack",Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Perl;PHP;Python;SQL,Bash/Shell (all shells);C++;JavaScript;PHP;Python;SQL,30.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,45-54 years old
10940,35871.0,"Developer, full-stack",C#;Dart;Go;JavaScript;Python;SQL,,16.0,Guyana,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",35-44 years old
39395,108833.0,"Developer, embedded applications or devices",Bash/Shell (all shells);C;C++,,10.0,Israel,Some college/university study without earning a degree,Employed,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",35-44 years old
29841,64337.0,"Developer, embedded applications or devices",Bash/Shell (all shells);C;Perl;Python;VBA,Assembly;Bash/Shell (all shells);C;Lua;Perl;PHP;Python;R,46.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",55-64 years old
26475,43993.0,"Developer, desktop or enterprise applications",C;C++;HTML/CSS;Java;JavaScript;Python,C++;Java;Rust;Scala;TypeScript,6.0,Slovakia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,,25-34 years old
8649,125000.0,"Architect, software or solutions",Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,C#;C++;HTML/CSS;Java;SQL;TypeScript,30.0,United States of America,Some college/university study without earning a degree,Employed,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",35-44 years old
24440,240000.0,"Developer, back-end",Bash/Shell (all shells);Java;Python;Scala;TypeScript,Bash/Shell (all shells);Rust;Scala;Swift,15.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,"10,000 or more employees",25-34 years old
2358,121000.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;SQL,19.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,Less than 20 employees,35-44 years old
299,11624.0,"Developer, full-stack",Dart;HTML/CSS;JavaScript;TypeScript,Dart;HTML/CSS;JavaScript;TypeScript,3.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,100 to 499 employees,18-24 years old
39160,133417.0,"Developer, full-stack",Ada;Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript,Ada;Bash/Shell (all shells);F#;Lisp;Perl;SQL;TypeScript,24.0,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,35-44 years old
40401,136000.0,"Developer, full-stack",C#;Dart;HTML/CSS;SQL;TypeScript,C#;Dart;SQL,10.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,500 to 999 employees,25-34 years old
6582,200000.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,C#;SQL,34.0,United States of America,"Associate degree (A.A., A.S., etc.)",Employed,Remote,20 to 99 employees,45-54 years old
46517,120000.0,"Developer, back-end",,,10.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",25-34 years old
9228,26000.0,Student,Bash/Shell (all shells);Lua;Python,Assembly;Bash/Shell (all shells);C;Go;Lua;Python;Rust;Zig,7.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,"Your choice (very flexible, you can come in when you want or just as needed)","10,000 or more employees",25-34 years old
28332,61024.0,Other (please specify):,Bash/Shell (all shells);C++;MicroPython;Python,C++;MicroPython;Python;Rust,22.0,Austria,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,35-44 years old
17498,133419.0,"Developer, full-stack",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Elixir;Go;Python;SQL;TypeScript;Zig,24.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,35-44 years old
15546,66000.0,"Developer, embedded applications or devices",Assembly;C;C++;Go;Kotlin;Python;Rust;SQL;Zig,Assembly;C;Python;Rust;SQL;Zig,11.0,Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,25-34 years old
3074,171927.0,"Developer, back-end",C++;Go;Java;Python,Go;Java;Python,17.0,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"1,000 to 4,999 employees",25-34 years old
4516,102106.0,DevOps engineer or professional,C#;C++;Delphi;HTML/CSS;Java;JavaScript;MicroPython;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,20.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,35-44 years old
28284,54000.0,"Developer, back-end",Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript,,5.0,Bulgaria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,100 to 499 employees,25-34 years old
1121,13578.0,"Developer, front-end",HTML/CSS;JavaScript;MATLAB;TypeScript,HTML/CSS;Java;JavaScript;Python;TypeScript,8.0,Tunisia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,35-44 years old
328,58367.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;Python;SQL,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,8.0,Canada,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,Remote,20 to 99 employees,25-34 years old
3157,165000.0,DevOps engineer or professional,Bash/Shell (all shells);C#;JavaScript;PowerShell;SQL,,15.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,20 to 99 employees,35-44 years old
32198,28000.0,Academic researcher,Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Dart;GDScript;Python;Rust,Assembly;C;C++;COBOL;GDScript;Python;Rust,12.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,"Your choice (very flexible, you can come in when you want or just as needed)","1,000 to 4,999 employees",18-24 years old
42371,198000.0,"Developer, front-end",C#;C++;Python,,30.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",55-64 years old
296,74878.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,C;Rust,31.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",500 to 999 employees,45-54 years old
17145,69088.0,"Developer, full-stack",TypeScript,TypeScript,25.0,Japan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",,,35-44 years old
41017,130000.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Lisp;Perl;Python;Ruby;SQL;Visual Basic (.Net),Elixir;Rust,24.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",35-44 years old
48756,133417.0,Engineering manager,Ruby,Zig,14.0,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",100 to 499 employees,35-44 years old
46500,98612.0,"Developer, back-end",Bash/Shell (all shells);C;Python;SQL,Bash/Shell (all shells);C;Python;Rust;SQL,50.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",,,65 years or older
6717,225000.0,"Founder, technology or otherwise",Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Kotlin;Python;Ruby;Rust;SQL;Swift;TypeScript;Zig,,28.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,Less than 20 employees,35-44 years old
32919,113085.0,AI/ML engineer,,,15.0,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",100 to 499 employees,25-34 years old
17431,175000.0,"Founder, technology or otherwise",Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;SQL;TypeScript,C#;HTML/CSS;JavaScript;Lua;PowerShell;Rust;SQL;TypeScript,42.0,United States of America,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",,,45-54 years old
3483,16274.0,"Senior executive (C-suite, VP, etc.)",Bash/Shell (all shells);Dart;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,Bash/Shell (all shells);Dart;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,36.0,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,35-44 years old
12128,45509.0,"Developer, back-end",Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;R;SQL,,6.0,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",500 to 999 employees,35-44 years old
42132,56769.0,Other (please specify):,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),,10.0,Israel,Some college/university study without earning a degree,Employed,"Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,18-24 years old
35609,40000.0,Other (please specify):,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;R;SQL,,42.0,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Independent contractor, freelancer, or self-employed",Remote,100 to 499 employees,55-64 years old
20534,81210.0,Academic researcher,Bash/Shell (all shells);C;C++;PowerShell;Python,Bash/Shell (all shells);C;C++;Python;Rust,16.0,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","5,000 to 9,999 employees",25-34 years old
1183,11021.0,Student,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL,Bash/Shell (all shells);Java;Python;R;Rust;SQL,3.0,Germany,Some college/university study without earning a degree,Student,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",25-34 years old
16666,99194.0,Cybersecurity or InfoSec professional,HTML/CSS;JavaScript;Lua;Python,,20.0,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,20 to 99 employees,25-34 years old
14880,87550.0,"Developer, desktop or enterprise applications",C#;C++;Delphi;HTML/CSS;JavaScript;Python;R;SQL;VBA,C#;SQL,20.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,Less than 20 employees,35-44 years old
32135,80000.0,System administrator,Assembly;Bash/Shell (all shells);C;HTML/CSS;Lisp;Lua;Python;R;Rust;SQL;Swift,Go;OCaml;Ruby;Zig,4.0,United States of America,Some college/university study without earning a degree,Employed,"Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,18-24 years old
17344,175000.0,Data scientist,Bash/Shell (all shells);Python;R;SQL,Python,16.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",35-44 years old
18012,109160.0,"Developer, full-stack",,,15.0,Poland,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",,,35-44 years old
11143,53367.0,"Developer, full-stack",Dart;HTML/CSS;JavaScript;SQL;TypeScript,C++;Rust,11.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,Less than 20 employees,25-34 years old
25325,24561.0,"Developer, back-end",C#;Lua;PHP;Python;SQL,Lua;Python;SQL,12.0,Poland,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",,,25-34 years old
27006,62648.0,"Architect, software or solutions",Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;MicroPython;PowerShell;Python;SQL;TypeScript,,17.0,Bulgaria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",25-34 years old
19678,87011.0,"Developer, back-end",C#;JavaScript;PowerShell;SQL;TypeScript,C#;PowerShell;SQL;TypeScript,22.0,Slovakia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,,35-44 years old
34730,122534.0,"Developer, back-end",Go;JavaScript;Python;SQL,,12.0,United Arab Emirates,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",25-34 years old
26753,108864.0,AI/ML engineer,Bash/Shell (all shells);C#;Go;Java;Python;Rust;SQL,Bash/Shell (all shells);C#;Go;Kotlin;Python;Rust;Swift,15.0,Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,25-34 years old
31329,162421.0,"Developer, back-end",HTML/CSS;Java;SQL;Swift,Java;Swift,38.0,Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,,45-54 years old
1726,76729.0,"Developer, embedded applications or devices",C;Lua;Rust;Zig,C;Lua;Zig,16.0,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",25-34 years old
26305,63808.0,"Developer, desktop or enterprise applications",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;OCaml;PHP;SQL,Bash/Shell (all shells);C#;HTML/CSS;OCaml;PHP;SQL,40.0,France,"Associate degree (A.A., A.S., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,55-64 years old
18338,124416.0,"Architect, software or solutions",Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);C#,19.0,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",100 to 499 employees,35-44 years old
29083,170000.0,"Developer, front-end",Bash/Shell (all shells);JavaScript;TypeScript,Bash/Shell (all shells);Go;JavaScript;TypeScript,6.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"10,000 or more employees",35-44 years old
12045,56621.0,"Developer, full-stack",R,,4.0,New Zealand,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",500 to 999 employees,25-34 years old
21275,69609.0,"Developer, full-stack",Bash/Shell (all shells);C#;Java;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);Java;Kotlin;SQL;TypeScript,16.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,25-34 years old
1981,170000.0,Engineering manager,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;SQL;TypeScript,HTML/CSS;JavaScript;Python;Ruby;SQL,40.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,20 to 99 employees,45-54 years old
2821,50000.0,Academic researcher,C++;Java;Python;R,C++;Python;R,14.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,In-person,20 to 99 employees,18-24 years old
10278,70860.0,"Developer, mobile",C++;Dart;Groovy;JavaScript;Kotlin;Python;Ruby;SQL;Swift;TypeScript,C#;C++;Go;Python;Rust;Swift,39.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,,,35-44 years old
22774,110000.0,Financial analyst or engineer,Assembly;Bash/Shell (all shells);C;Rust;Gleam,Rust;Gleam,1.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",25-34 years old
6854,116000.0,Cloud infrastructure engineer,Bash/Shell (all shells);PowerShell;Python,Groovy;Lua;PowerShell;Python;Rust,16.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,500 to 999 employees,35-44 years old
28939,36407.0,Data engineer,HTML/CSS;JavaScript;Python,HTML/CSS;JavaScript;Python;Rust,11.0,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"10,000 or more employees",25-34 years old
17743,400000.0,"Architect, software or solutions",Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;JavaScript;Lisp;OCaml;Python;SQL;TypeScript,14.0,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",35-44 years old
48208,81210.0,"Developer, back-end",C#,C#;Python,10.0,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",35-44 years old
3651,13949.0,"Developer, full-stack",Bash/Shell (all shells);C;HTML/CSS;JavaScript;Python;TypeScript,Bash/Shell (all shells);C;C++;Dart;Elixir;Go;HTML/CSS;JavaScript;Python;Ruby;Rust;TypeScript,8.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,25-34 years old
35432,70000.0,Other (please specify):,Bash/Shell (all shells);C++;Python;Rust;TypeScript,Python;Rust,22.0,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,25-34 years old
13359,43689.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lua;PHP;Python;SQL,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lua;MicroPython;Python;Rust;SQL,28.0,Brazil,"Associate degree (A.A., A.S., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",500 to 999 employees,35-44 years old
44980,144000.0,"Architect, software or solutions",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;R;SQL;TypeScript;VBA,Go;Java;Kotlin;Perl;PHP;Python;Rust,36.0,United States of America,Some college/university study without earning a degree,Employed,"Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,45-54 years old
36644,52639.0,"Developer, full-stack",HTML/CSS;JavaScript;Python;SQL;TypeScript,C++;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,15.0,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Remote,I don’t know,35-44 years old
4465,10237.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Rust;SQL,22.0,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,Less than 20 employees,35-44 years old
44558,90491.0,Project manager,C;C#;C++;Elixir;HTML/CSS;JavaScript;MicroPython;Python;SQL;VBA,C;C#;C++;Elixir;HTML/CSS;JavaScript;MicroPython;Python;SQL;VBA;Visual Basic (.Net),10.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,35-44 years old
13726,170000.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;TypeScript,C#;Swift;TypeScript,11.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","5,000 to 9,999 employees",25-34 years old
30383,101000.0,"Developer, full-stack",C#;GDScript;JavaScript;TypeScript,C#;GDScript;JavaScript;TypeScript,9.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,35-44 years old
37423,36407.0,"Developer, back-end",Bash/Shell (all shells);C;C++;JavaScript;Lua;Python;SQL,Bash/Shell (all shells);C++;JavaScript;MicroPython;Python;Rust;SQL;Swift;Zig,40.0,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,,45-54 years old
7420,106733.0,Student,C#;Go;Java;JavaScript;Swift;Gleam,JavaScript;Lisp;Ruby,6.0,Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,"10,000 or more employees",25-34 years old
35111,195000.0,"Developer, mobile",Bash/Shell (all shells);C;C++;Dart;JavaScript;Lua;Swift;TypeScript,Bash/Shell (all shells);C;C++;Dart;Java;Lua;SQL;TypeScript,28.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,20 to 99 employees,45-54 years old
6519,336338.0,AI/ML engineer,Bash/Shell (all shells);Go;Python,Go;Python,11.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,25-34 years old
45903,525000.0,"Developer, back-end",Bash/Shell (all shells);C++;Go;Java;Kotlin;Python;SQL;TypeScript,Bash/Shell (all shells);C++;Go;Java;Kotlin;Rust;SQL;Swift;TypeScript,30.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",45-54 years old
29241,23248.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;TypeScript;Zig;Gleam,8.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,25-34 years old
45602,46406.0,"Developer, full-stack",JavaScript;Python,Python,32.0,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)","Just me - I am a freelancer, sole proprietor, etc.",55-64 years old
11789,255232.0,"Architect, software or solutions",HTML/CSS;JavaScript;MicroPython;Python,HTML/CSS;MicroPython;Python,13.0,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",,,25-34 years old
14059,168000.0,Data scientist,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;SQL,Bash/Shell (all shells);C#;Go;Python;R;Ruby;Rust,9.0,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,In-person,"10,000 or more employees",25-34 years old
14868,54853.0,"Developer, back-end",Bash/Shell (all shells);Java;SQL;TypeScript,Assembly;C;C++;Go;Kotlin,38.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,45-54 years old
11866,48000.0,"Developer, desktop or enterprise applications",C#;Go;Python;SQL,C#;Go;Rust;SQL,25.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,"1,000 to 4,999 employees",45-54 years old
4810,38000.0,"Developer, full-stack",Bash/Shell (all shells);C;Fortran;Java;Lisp;Lua;Python,Assembly;Fortran;Lisp,43.0,United States of America,"Associate degree (A.A., A.S., etc.)",Retired,,,65 years or older
3073,128476.0,Project manager,C#;Delphi;SQL,C#;SQL,4.0,Norway,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,25-34 years old
16076,89933.0,"Developer, back-end",Bash/Shell (all shells);HTML/CSS;PHP;Python;Rust;SQL,Elixir;HTML/CSS;OCaml;Rust;SQL;Zig;Mojo,15.0,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,100 to 499 employees,25-34 years old
48241,117017.0,Other (please specify):,Perl;Python;VBA,Perl;Python;VBA,7.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,"10,000 or more employees",25-34 years old
5554,136000.0,"Developer, back-end",C#;Groovy;PowerShell,C#;Groovy;PowerShell,40.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"5,000 to 9,999 employees",55-64 years old
29164,16822.0,"UX, Research Ops or UI design professional",HTML/CSS;PHP;SQL,HTML/CSS;PHP;Python;SQL,5.0,Serbia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"1,000 to 4,999 employees",45-54 years old
42793,98494.0,"Architect, software or solutions",,,4.0,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,100 to 499 employees,25-34 years old
46700,27773.0,"Developer, full-stack",,,11.0,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"1,000 to 4,999 employees",25-34 years old
19710,78667.0,"Developer, full-stack",C;C++;Go;Java;PHP;Python;Rust;SQL;TypeScript,C;C++;Elixir;Erlang;F#;OCaml;Rust;TypeScript;Gleam,9.0,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,25-34 years old
46650,91215.0,"Developer, back-end",Java;Kotlin;Python;TypeScript,Go;Kotlin;Python;Rust;TypeScript;Mojo;Gleam,12.0,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",25-34 years old
36452,189000.0,AI/ML engineer,Bash/Shell (all shells);Python;SQL,Bash/Shell (all shells);C;Python;SQL,12.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,100 to 499 employees,25-34 years old
